t,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th,x,y,th
7380,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7440,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7500,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7560,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7620,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7680,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7740,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7800,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7860,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7920,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
7980,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8040,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8100,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8160,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8220,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8280,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8340,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8400,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8460,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8520,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8580,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8640,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8700,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8760,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8820,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,-15,-14,0,-15,-13,0,-15,-12,0,-15,-11,0,-15,-10,0,-14,-14,0,4,15,0,5,15,0,6,15,0,7,15,0
8880,4,-8,0,3,-8,0,2,-8,0,1,-8,0,0,-8,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
8940,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9000,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9060,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9120,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9180,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9240,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9300,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9360,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9420,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9480,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9540,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9600,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9660,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9720,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9780,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9840,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9900,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
9960,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10020,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10080,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10140,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10200,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10260,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10320,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10380,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10440,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10500,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10560,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10620,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10680,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10740,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10800,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10860,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10920,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
10980,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11040,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11100,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11160,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11220,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11280,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11340,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11400,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11460,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11520,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11580,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11640,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11700,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11760,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11820,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11880,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
11940,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12000,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12060,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12120,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12180,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12240,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12300,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12360,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12420,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12480,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,4,-9,0,3,-9,0,2,-9,0,1,-9,0,0,-9,0,4,-10,0,4,15,0,5,15,0,6,15,0,7,15,0
12540,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
12600,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
12660,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
12720,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
12780,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
12840,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
12900,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
12960,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13020,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13080,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13140,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13200,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13260,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13320,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13380,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13440,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13500,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13560,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13620,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13680,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13740,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13800,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13860,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13920,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
13980,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14040,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14100,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14160,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14220,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14280,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14340,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14400,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14460,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14520,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14580,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14640,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14700,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14760,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14820,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14880,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
14940,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15000,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15060,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15120,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15180,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15240,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15300,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15360,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15420,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15480,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15540,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15600,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15660,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
15720,21,12,0,21,9,0,21,6,0,21,3,0,21,0,0,18,12,0,18,9,0,18,6,0,18,3,0,18,0,0,15,12,0,4,15,0,5,15,0,6,15,0,7,15,0
