x,y,theta
-1.2,0.5,0.0
-1.191304347826087,0.5,0.0
-1.182608695652174,0.5,0.0
-1.1739130434782608,0.5,0.0
-1.1652173913043478,0.5,0.0
-1.1565217391304348,0.5,0.0
-1.1478260869565218,0.5,0.0
-1.1391304347826086,0.5,0.0
-1.1304347826086956,0.5,0.0
-1.1217391304347826,0.5,0.0
-1.1130434782608696,0.5,0.0
-1.1043478260869566,0.5,0.0
-1.0956521739130434,0.5,0.0
-1.0869565217391304,0.5,0.0
-1.0782608695652174,0.5,0.0
-1.0695652173913044,0.5,0.0
-1.0608695652173914,0.5,0.0
-1.0521739130434782,0.5,0.0
-1.0434782608695652,0.5,0.0
-1.0347826086956522,0.5,0.0
-1.0260869565217392,0.5,0.0
-1.017391304347826,0.5,0.0
-1.008695652173913,0.5,0.0
-1.0,0.5,0.0
-0.991304347826087,0.5,0.0
-0.9826086956521739,0.5,0.0
-0.9739130434782608,0.5,0.0
-0.9652173913043478,0.5,0.0
-0.9565217391304348,0.5,0.0
-0.9478260869565218,0.5,0.0
-0.9391304347826087,0.5,0.0
-0.9304347826086956,0.5,0.0
-0.9217391304347826,0.5,0.0
-0.9130434782608696,0.5,0.0
-0.9043478260869565,0.5,0.0
-0.8956521739130434,0.5,0.0
-0.8869565217391304,0.5,0.0
-0.8782608695652174,0.5,0.0
-0.8695652173913044,0.5,0.0
-0.8608695652173913,0.5,0.0
-0.8521739130434782,0.5,0.0
-0.8434782608695652,0.5,0.0
-0.8347826086956522,0.5,0.0
-0.8260869565217391,0.5,0.0
-0.8173913043478261,0.5,0.0
-0.808695652173913,0.5,0.0
-0.8,0.5,0.0
-0.791304347826087,0.5,0.0
-0.782608695652174,0.5,0.0
-0.7739130434782608,0.5,0.0
-0.7652173913043478,0.5,0.0
-0.7565217391304349,0.5,0.0
-0.7478260869565218,0.5,0.0
-0.7391304347826088,0.5,0.0
-0.7304347826086957,0.5,0.0
-0.7217391304347827,0.5,0.0
-0.7130434782608697,0.5,0.0
-0.7043478260869566,0.5,0.0
-0.6956521739130436,0.5,0.0
-0.6869565217391305,0.5,0.0
-0.6782608695652175,0.5,0.0
-0.6695652173913044,0.5,0.0
-0.6608695652173914,0.5,0.0
-0.6521739130434783,0.5,0.0
-0.6434782608695653,0.5,0.0
-0.6347826086956523,0.5,0.0
-0.6260869565217392,0.5,0.0
-0.6173913043478262,0.5,0.0
-0.6086956521739131,0.5,0.0
-0.6000000000000001,0.5,0.0
-0.591304347826087,0.5,0.0
-0.582608695652174,0.5,0.0
-0.5739130434782609,0.5,0.0
-0.5652173913043479,0.5,0.0
-0.5565217391304349,0.5,0.0
-0.5478260869565218,0.5,0.0
-0.5391304347826088,0.5,0.0
-0.5304347826086957,0.5,0.0
-0.5217391304347827,0.5,0.0
-0.5130434782608696,0.5,0.0
-0.5043478260869566,0.5,0.0
-0.4956521739130436,0.5,0.0
