x,y,theta
-1.1695287914203163,0.32757174654884197,-1.6248617824851979
-1.1307813375255396,0.35936381109350385,-1.6527763763571146
-1.0918192999900433,0.3909083897688907,-1.6809429909936429
-1.052379882786779,0.42184762056568753,-1.709811917948049
-1.0122031050428317,0.45182553045403967,-1.7387148534194676
-0.9711107146884397,0.48054098675140017,-1.767658890296586
-0.9290308588144549,0.5077781967110437,-1.7963393531077614
-0.886078581224668,0.5336286481121588,-1.824868690362121
-0.8424661290237734,0.5583491590150044,-1.8535100398071014
-0.7982162454539183,0.5818985463690867,-1.8821722828618028
-0.753297958483364,0.6041511820313092,-1.9108501937016646
-0.7077532315258844,0.6250965504054684,-1.939527707362573
-0.661630740727435,0.6447338739048202,-1.968204060791235
-0.6149623044829747,0.6630342779195022,-1.9968715796017489
-0.5677847329636314,0.6799808984286316,-2.0255286416705442
-0.5201421481553231,0.6955728629349356,-2.054193489167343
-0.4720741682791044,0.7097981023201281,-2.082862311533747
-0.4236176996444038,0.7226380230441594,-2.111528973704102
-0.3748125732521671,0.7340821589279454,-2.1401952212869353
-0.3256995857032253,0.7441229228940357,-2.1688604070652646
-0.27631907081109397,0.7527521045507672,-2.197525635910808
-0.22671147319616544,0.7599623191122504,-2.226190979714028
-0.17691761524859737,0.7657479525615029,-2.2548573009925708
-0.1269784175538793,0.770104256545127,-2.2835246977921964
-0.07693487343982569,0.7730273355376714,-2.31219222681064
-0.026828099013997922,0.774514762955011,-2.3408598181625924
0.02330071667729412,0.7745652700066197,-2.3695255292719484
0.07341039317481475,0.7731791066619036,-2.398190900359263
0.12345976013299233,0.7703573728606715,-2.4268553115648195
0.17340766886167386,0.7661021627643765,-2.455520561512562
0.22321305964712848,0.760416726452089,-2.4841878619612583
0.2728350259239411,0.7533060307722721,-2.512855078361108
0.32223279994576925,0.7447760260723191,-2.541522208597736
0.3713657679470121,0.7348336214558666,-2.5701891677175905
0.42019361316145265,0.7234871232288431,-2.5988560525513313
0.4686762328618662,0.7107458785389311,-2.6275222917296577
0.5167737476753793,0.6966205009367917,-2.6561880662716653
0.5644468648553983,0.6811232004047133,-2.6848504632209775
0.6116577587842644,0.6642695535284175,-2.7135126605717437
0.6583662223421602,0.6460698683431789,-2.7421744097146443
0.7045280092022269,0.6265255579413147,-2.77084990819773
0.7501064076210745,0.6056563878774531,-2.799538516173508
0.7950718386060249,0.5834988299165099,-2.828213248247538
0.8393894046614737,0.5600706865997614,-2.856882425275392
0.8830293395279623,0.5353976093470703,-2.8854770954020084
0.926004404857735,0.5096016604289557,-2.9140757042015637
0.9682306938236384,0.48261851229877184,-2.94274792318977
1.0093295565271336,0.4538045342382482,-2.9715430600945854
1.0494242744149742,0.42358906478891745,-3.0005887395431357
1.0894256233047415,0.39403789238081477,-3.0293298084578
1.1285009971767517,0.3627350493678065,-3.057770788059798
1.1651055739233516,0.3253048352070996,-3.084702274621647
1.207862334747744,0.3020043642160357,-3.1075735696169664
1.2554624635368625,0.31692559358224465,-3.0956812659793163
1.2799617444460032,0.3608310987463923,-3.061110752205999
1.2965867032714313,0.4093679365588048,-3.025078042908011
1.3124018716849855,0.45627873861964346,-2.988535508266736
1.3260609796109397,0.5044870145314393,-2.951973943704327
1.3378496532514739,0.5533561242885621,-2.9154117908439536
1.3479499044140473,0.6024148354753329,-2.878849122298261
1.356219999011138,0.6518428283157902,-2.842284543559174
1.3626611576643406,0.7015706482123762,-2.8057199783962483
1.3672950411859295,0.7514838205050539,-2.76915577238993
1.3700994697369246,0.8015324058529224,-2.7325914817354158
1.371068967922193,0.8516536313645151,-2.6960271571811445
1.3702081449787715,0.9017757815130297,-2.6594628387976895
1.3675162720131193,0.9518326008357555,-2.622898520301565
1.3629957632309944,1.0017578907723155,-2.586334201690136
1.356653413933741,1.0514845509464208,-2.54976988247508
1.3484969931855877,1.1009459524167795,-2.513205611464686
1.3385368427676765,1.1500759619360514,-2.476641465423133
1.3267875940962237,1.1988090704237806,-2.4400772112053737
1.3132659896273466,1.2470804687942736,-2.4035128861093287
1.2979898110904446,1.2948256528940418,-2.3669482964896256
1.2809769255487737,1.3419798465292039,-2.3303840262754894
1.2622501626152545,1.3884800814763172,-2.293820138133693
1.2418376202858086,1.4342653760216815,-2.2572557346314746
1.2197655978053938,1.4792740738760224,-2.220691311553645
1.196061997733917,1.5234453448326215,-2.184127120662427
1.1707596331285333,1.5667206708813912,-2.1475628303464958
1.14389260086739,1.609042329726869,-2.110998482142008
