_X,_Y,ID,LAYER
992.87841,501.60505,97,AB_POINT_MARKER
1.00000,2.62500,98,AB_POINT_LIST
978.15664,497.62070,99,AB_POINT_MARKER
1.00000,2.50000,100,AB_POINT_LIST
973.24352,481.18884,101,AB_POINT_MARKER
1.00000,2.37500,102,AB_POINT_LIST
965.51498,468.04868,103,AB_POINT_MARKER
1.00000,2.25000,104,AB_POINT_LIST
954.69874,455.60012,105,AB_POINT_MARKER
1.00000,2.12500,106,AB_POINT_LIST
940.93898,445.60568,107,AB_POINT_MARKER
1.00000,2.00000,108,AB_POINT_LIST
928.27547,437.54970,109,AB_POINT_MARKER
1.00000,1.87500,110,AB_POINT_LIST
910.57126,433.08370,111,AB_POINT_MARKER
1.00000,1.75000,112,AB_POINT_LIST
891.66143,429.61413,113,AB_POINT_MARKER
1.00000,1.62500,114,AB_POINT_LIST
870.86441,427.21507,115,AB_POINT_MARKER
1.00000,1.50000,116,AB_POINT_LIST
852.72291,424.87597,117,AB_POINT_MARKER
1.00000,1.37500,118,AB_POINT_LIST
1042.87187,528.00000,119,ALIGNMENT_LINE
589.12813,528.00000,119,ALIGNMENT_LINE
1042.87187,528.00000,120,ALIGNMENT_LINE
589.12813,528.00000,121,ALIGNMENT_LINE
1042.37187,528.00000,122,ALIGNMENT_LINE_MARK
1039.12187,528.00000,122,ALIGNMENT_LINE_MARK
589.62813,528.00000,123,ALIGNMENT_LINE_MARK
592.87813,528.00000,123,ALIGNMENT_LINE_MARK
1041.09460,530.47202,124,GROMMET_MARK
1038.00974,554.22671,125,GROMMET_MARK
1029.94683,576.78312,126,GROMMET_MARK
1039.81023,510.90442,127,GROMMET_MARK
1017.27428,597.11064,128,GROMMET_MARK
1035.13463,491.86027,129,GROMMET_MARK
597.42659,496.96895,130,GROMMET_MARK
608.08207,475.51749,131,GROMMET_MARK
623.45812,457.17006,132,GROMMET_MARK
642.86886,443.16026,133,GROMMET_MARK
665.02236,434.02262,134,GROMMET_MARK
687.74815,426.30713,135,GROMMET_MARK
710.58105,418.91464,136,GROMMET_MARK
733.51648,411.84663,137,GROMMET_MARK
756.54981,405.10452,138,GROMMET_MARK
779.80927,399.25476,139,GROMMET_MARK
803.73336,398.30708,140,GROMMET_MARK
827.56458,401.13912,141,GROMMET_MARK
851.36831,404.20182,142,GROMMET_MARK
875.15149,407.42029,143,GROMMET_MARK
898.91308,410.79439,144,GROMMET_MARK
922.50229,415.10271,145,GROMMET_MARK
944.68822,424.11880,146,GROMMET_MARK
964.25980,437.91947,147,GROMMET_MARK
980.20257,455.78939,148,GROMMET_MARK
991.69014,476.80227,149,GROMMET_MARK
1011.83317,486.11204,150,GROMMET_MARK
590.88163,528.00000,151,GROMMET_MARK
993.32882,595.49346,152,GROMMET_MARK
971.28278,598.33937,153,GROMMET_MARK
953.38875,614.24863,154,GROMMET_MARK
932.25553,625.50418,155,GROMMET_MARK
909.06821,631.47485,156,GROMMET_MARK
885.12708,631.82581,157,GROMMET_MARK
861.77471,626.53738,158,GROMMET_MARK
839.83878,616.82533,159,GROMMET_MARK
817.25772,609.00778,160,GROMMET_MARK
793.44294,610.68197,161,GROMMET_MARK
771.55877,620.25219,162,GROMMET_MARK
751.40401,633.22545,163,GROMMET_MARK
729.03156,641.78158,164,GROMMET_MARK
705.34004,645.30948,165,GROMMET_MARK
681.44534,643.64300,166,GROMMET_MARK
658.47290,636.86062,167,GROMMET_MARK
637.50471,625.28180,168,GROMMET_MARK
619.52839,609.45190,169,GROMMET_MARK
605.39062,590.11651,170,GROMMET_MARK
595.75729,568.18634,171,GROMMET_MARK
591.46125,548.31862,172,GROMMET_MARK
994.07503,480.95880,173,STANDARD_PATCH
955.81498,484.59706,174,STANDARD_PATCH_MARK
955.31510,484.60763,174,STANDARD_PATCH_MARK
955.31510,484.60763,175,STANDARD_PATCH_MARK
955.32567,485.10752,175,STANDARD_PATCH_MARK
956.06576,520.09970,176,STANDARD_PATCH_MARK
956.07633,520.59958,176,STANDARD_PATCH_MARK
956.07633,520.59958,177,STANDARD_PATCH_MARK
956.57622,520.58901,177,STANDARD_PATCH_MARK
991.56839,519.84892,178,STANDARD_PATCH_MARK
992.06828,519.83835,178,STANDARD_PATCH_MARK
992.06828,519.83835,179,STANDARD_PATCH_MARK
992.05771,519.33846,179,STANDARD_PATCH_MARK
990.80716,483.85697,180,STANDARD_PATCH_MARK
991.30705,483.84640,180,STANDARD_PATCH_MARK
991.30705,483.84640,181,STANDARD_PATCH_MARK
991.31762,484.34629,181,STANDARD_PATCH_MARK
975.07081,595.01210,182,STANDARD_PATCH
985.29236,557.96364,183,STANDARD_PATCH_MARK
985.46045,557.49274,183,STANDARD_PATCH_MARK
985.46045,557.49274,184,STANDARD_PATCH_MARK
984.98956,557.32465,184,STANDARD_PATCH_MARK
952.02667,545.55825,185,STANDARD_PATCH_MARK
951.55577,545.39016,185,STANDARD_PATCH_MARK
951.55577,545.39016,186,STANDARD_PATCH_MARK
951.38768,545.86106,186,STANDARD_PATCH_MARK
939.62128,578.82395,187,STANDARD_PATCH_MARK
939.45319,579.29484,187,STANDARD_PATCH_MARK
939.45319,579.29484,188,STANDARD_PATCH_MARK
939.92409,579.46294,188,STANDARD_PATCH_MARK
973.52596,590.92653,189,STANDARD_PATCH_MARK
973.35787,591.39743,189,STANDARD_PATCH_MARK
973.35787,591.39743,190,STANDARD_PATCH_MARK
972.88697,591.22934,190,STANDARD_PATCH_MARK
978.10519,497.61877,191,POOL_OUTLINE
1019.66280,507.87061,191,POOL_OUTLINE
1019.66280,507.87061,192,POOL_OUTLINE
1021.33496,518.03113,192,POOL_OUTLINE
1021.87134,528.31434,192,POOL_OUTLINE
1021.26532,538.59368,192,POOL_OUTLINE
1019.52438,548.74263,192,POOL_OUTLINE
1016.66993,558.63628,192,POOL_OUTLINE
1012.73712,568.15284,192,POOL_OUTLINE
1007.77434,577.17520,192,POOL_OUTLINE
1007.77434,577.17520,193,POOL_OUTLINE
965.25747,574.30379,193,POOL_OUTLINE
965.25747,574.30379,194,POOL_OUTLINE
960.38211,581.33975,194,POOL_OUTLINE
954.79867,587.82813,194,POOL_OUTLINE
948.56821,593.69799,194,POOL_OUTLINE
941.75884,598.88513,194,POOL_OUTLINE
934.44504,603.33285,194,POOL_OUTLINE
926.70677,606.99251,194,POOL_OUTLINE
918.62865,609.82408,194,POOL_OUTLINE
910.29900,611.79662,194,POOL_OUTLINE
901.80892,612.88854,194,POOL_OUTLINE
893.25122,613.08791,194,POOL_OUTLINE
884.71949,612.39256,194,POOL_OUTLINE
876.30702,610.81008,194,POOL_OUTLINE
868.10580,608.35778,194,POOL_OUTLINE
860.20549,605.06246,194,POOL_OUTLINE
837.12437,594.63638,195,POOL_OUTLINE
841.00444,596.29951,195,POOL_OUTLINE
844.87153,597.99261,195,POOL_OUTLINE
848.72541,599.71555,195,POOL_OUTLINE
852.56585,601.46824,195,POOL_OUTLINE
856.39262,603.25058,195,POOL_OUTLINE
860.20549,605.06246,195,POOL_OUTLINE
813.28350,589.40004,196,POOL_OUTLINE
817.36642,589.65408,196,POOL_OUTLINE
821.42594,590.15909,196,POOL_OUTLINE
825.44665,590.91316,196,POOL_OUTLINE
829.41329,591.91341,196,POOL_OUTLINE
833.31079,593.15606,196,POOL_OUTLINE
837.12437,594.63638,196,POOL_OUTLINE
756.06661,607.64153,197,POOL_OUTLINE
764.53048,601.95092,197,POOL_OUTLINE
773.58352,597.25386,197,POOL_OUTLINE
783.10963,593.61062,197,POOL_OUTLINE
792.98661,591.06791,197,POOL_OUTLINE
803.08775,589.65835,197,POOL_OUTLINE
813.28350,589.40004,197,POOL_OUTLINE
756.06661,607.64153,198,POOL_OUTLINE
748.06065,613.06586,198,POOL_OUTLINE
739.52489,617.61115,198,POOL_OUTLINE
730.55548,621.22621,198,POOL_OUTLINE
721.25346,623.87032,198,POOL_OUTLINE
711.72361,625.51368,198,POOL_OUTLINE
702.07325,626.13780,198,POOL_OUTLINE
692.41110,625.73564,198,POOL_OUTLINE
682.84599,624.31174,198,POOL_OUTLINE
673.48566,621.88212,198,POOL_OUTLINE
664.43554,618.47416,198,POOL_OUTLINE
655.79757,614.12625,198,POOL_OUTLINE
647.66905,608.88736,198,POOL_OUTLINE
640.14154,602.81649,198,POOL_OUTLINE
633.29982,595.98203,198,POOL_OUTLINE
627.22096,588.46097,198,POOL_OUTLINE
621.97344,580.33802,198,POOL_OUTLINE
617.61636,571.70467,198,POOL_OUTLINE
614.19879,562.65817,198,POOL_OUTLINE
611.75924,553.30043,198,POOL_OUTLINE
610.32517,543.73683,198,POOL_OUTLINE
609.91276,534.07512,198,POOL_OUTLINE
610.52663,524.42411,198,POOL_OUTLINE
612.15987,514.89251,198,POOL_OUTLINE
614.79410,505.58768,198,POOL_OUTLINE
618.39963,496.61445,198,POOL_OUTLINE
622.93586,488.07387,198,POOL_OUTLINE
622.93586,488.07387,199,POOL_OUTLINE
627.95701,480.71632,199,POOL_OUTLINE
633.78942,473.98366,199,POOL_OUTLINE
640.35599,467.96489,199,POOL_OUTLINE
647.56996,462.73954,199,POOL_OUTLINE
655.33596,458.37667,199,POOL_OUTLINE
663.55139,454.93393,199,POOL_OUTLINE
663.55139,454.93393,200,POOL_OUTLINE
681.80066,448.61076,200,POOL_OUTLINE
700.12170,442.49863,200,POOL_OUTLINE
718.51207,436.59836,200,POOL_OUTLINE
736.96930,430.91074,200,POOL_OUTLINE
755.49095,425.43651,200,POOL_OUTLINE
774.07455,420.17642,200,POOL_OUTLINE
774.07455,420.17642,201,POOL_OUTLINE
779.18850,418.93782,201,POOL_OUTLINE
784.37201,418.03338,201,POOL_OUTLINE
789.60324,417.46692,201,POOL_OUTLINE
794.86020,417.24081,201,POOL_OUTLINE
800.12075,417.35601,201,POOL_OUTLINE
805.36277,417.81204,201,POOL_OUTLINE
805.36277,417.81204,202,POOL_OUTLINE
822.30555,419.88174,202,POOL_OUTLINE
839.23847,422.03072,202,POOL_OUTLINE
856.16113,424.25893,202,POOL_OUTLINE
873.07318,426.56633,202,POOL_OUTLINE
889.97425,428.95286,202,POOL_OUTLINE
906.86396,431.41848,202,POOL_OUTLINE
906.86396,431.41848,203,POOL_OUTLINE
916.06575,433.30271,203,POOL_OUTLINE
925.00694,436.17992,203,POOL_OUTLINE
933.58073,440.01574,203,POOL_OUTLINE
941.68468,444.76434,203,POOL_OUTLINE
949.22199,450.36900,203,POOL_OUTLINE
956.10262,456.76277,203,POOL_OUTLINE
962.24437,463.86926,203,POOL_OUTLINE
967.57388,471.60358,203,POOL_OUTLINE
972.02746,479.87333,203,POOL_OUTLINE
975.55194,488.57973,203,POOL_OUTLINE
978.10519,497.61877,203,POOL_OUTLINE
994.83555,480.11643,204,COVER_HEM
1036.47795,490.38919,204,COVER_HEM
1036.47795,490.38919,205,COVER_HEM
1040.01271,502.64927,205,COVER_HEM
1042.15298,515.22795,205,COVER_HEM
1042.87186,527.96715,205,COVER_HEM
1042.16033,540.70676,205,COVER_HEM
1040.02732,553.28668,205,COVER_HEM
1036.49964,565.54879,205,COVER_HEM
1031.62163,577.33900,205,COVER_HEM
1025.45459,588.50912,205,COVER_HEM
1018.07602,598.91877,205,COVER_HEM
1018.07602,598.91877,206,COVER_HEM
975.52250,596.04488,206,COVER_HEM
975.52250,596.04488,207,COVER_HEM
967.82437,604.52636,207,COVER_HEM
959.23096,612.09934,207,COVER_HEM
949.84885,618.66993,207,COVER_HEM
939.79437,624.15665,207,COVER_HEM
929.19219,628.49147,207,COVER_HEM
918.17379,631.62063,207,COVER_HEM
906.87580,633.50533,207,COVER_HEM
895.43831,634.12220,207,COVER_HEM
884.00315,633.46359,207,COVER_HEM
872.71211,631.53766,207,COVER_HEM
861.70521,628.36831,207,COVER_HEM
851.11893,623.99483,207,COVER_HEM
828.92571,613.96982,208,COVER_HEM
832.65651,615.56897,208,COVER_HEM
836.37484,617.19693,208,COVER_HEM
840.08046,618.85360,208,COVER_HEM
843.77317,620.53887,208,COVER_HEM
847.45273,622.25265,208,COVER_HEM
851.11893,623.99483,208,COVER_HEM
812.62571,610.38973,209,COVER_HEM
815.41720,610.56342,209,COVER_HEM
818.19269,610.90870,209,COVER_HEM
820.94165,611.42425,209,COVER_HEM
823.65364,612.10813,209,COVER_HEM
826.31836,612.95772,209,COVER_HEM
828.92571,613.96982,209,COVER_HEM
768.75178,624.37731,210,COVER_HEM
775.24188,620.01375,210,COVER_HEM
782.18376,616.41205,210,COVER_HEM
789.48838,613.61841,210,COVER_HEM
797.06204,611.66866,210,COVER_HEM
804.80761,610.58781,210,COVER_HEM
812.62571,610.38973,210,COVER_HEM
768.75178,624.37731,211,COVER_HEM
758.90069,631.05179,211,COVER_HEM
748.39769,636.64463,211,COVER_HEM
737.36111,641.09285,211,COVER_HEM
725.91526,644.34634,211,COVER_HEM
714.18906,646.36846,211,COVER_HEM
702.31459,647.13642,211,COVER_HEM
690.42561,646.64157,211,COVER_HEM
678.65603,644.88950,211,COVER_HEM
667.13843,641.89993,211,COVER_HEM
656.00253,637.70654,211,COVER_HEM
645.37377,632.35656,211,COVER_HEM
635.37187,625.91026,211,COVER_HEM
626.10949,618.44025,211,COVER_HEM
617.69097,610.03066,211,COVER_HEM
610.21112,600.77622,211,COVER_HEM
603.75420,590.78117,211,COVER_HEM
598.39295,580.15810,211,COVER_HEM
594.18773,569.02666,211,COVER_HEM
591.18594,557.51224,211,COVER_HEM
589.42137,545.74452,211,COVER_HEM
588.91390,533.85607,211,COVER_HEM
589.66925,521.98080,211,COVER_HEM
591.67891,510.25246,211,COVER_HEM
594.92024,498.80315,211,COVER_HEM
599.35674,487.76186,211,COVER_HEM
604.93843,477.25293,211,COVER_HEM
604.93843,477.25293,212,COVER_HEM
611.32044,467.90131,212,COVER_HEM
618.73356,459.34395,212,COVER_HEM
627.07984,451.69394,212,COVER_HEM
636.24896,445.05240,212,COVER_HEM
646.11974,439.50708,212,COVER_HEM
656.56173,435.13129,212,COVER_HEM
656.56173,435.13129,213,COVER_HEM
675.04003,428.72877,213,COVER_HEM
693.59098,422.53993,213,COVER_HEM
712.21213,416.56562,213,COVER_HEM
730.90099,410.80662,213,COVER_HEM
749.65508,405.26369,213,COVER_HEM
768.47188,399.93759,213,COVER_HEM
768.47188,399.93759,214,COVER_HEM
774.90980,398.37832,214,COVER_HEM
781.43527,397.23974,214,COVER_HEM
788.02083,396.52662,214,COVER_HEM
794.63877,396.24198,214,COVER_HEM
801.26124,396.38701,214,COVER_HEM
807.86037,396.96109,214,COVER_HEM
807.86037,396.96109,215,COVER_HEM
824.90072,399.04271,215,COVER_HEM
841.93115,401.20406,215,COVER_HEM
858.95127,403.44511,215,COVER_HEM
875.96071,405.76579,215,COVER_HEM
892.95911,408.16607,215,COVER_HEM
909.94608,410.64589,215,COVER_HEM
909.94608,410.64589,216,COVER_HEM
921.22634,412.94606,216,COVER_HEM
932.19396,416.44553,216,COVER_HEM
942.72183,421.10373,216,COVER_HEM
952.68794,426.86669,216,COVER_HEM
961.97678,433.66760,216,COVER_HEM
970.48069,441.42765,216,COVER_HEM
978.10113,450.05690,216,COVER_HEM
984.74976,459.45534,216,COVER_HEM
990.34953,469.51404,216,COVER_HEM
994.83555,480.11643,216,COVER_HEM
1018.07602,598.91877,217,CUT_PANELS-1
975.52250,596.04488,217,CUT_PANELS-1
975.52250,596.04488,218,CUT_PANELS-1
974.46464,597.32819,218,CUT_PANELS-1
973.38616,598.59423,218,CUT_PANELS-1
972.28736,599.84267,218,CUT_PANELS-1
971.16851,601.07318,218,CUT_PANELS-1
970.02991,602.28543,218,CUT_PANELS-1
968.87187,603.47912,218,CUT_PANELS-1
968.87187,603.47912,219,CUT_PANELS-1
968.87187,439.82673,219,CUT_PANELS-1
968.87187,439.82673,220,CUT_PANELS-1
974.42582,445.66084,220,CUT_PANELS-1
979.52487,451.89645,220,CUT_PANELS-1
984.14010,458.49818,220,CUT_PANELS-1
988.24531,465.42857,220,CUT_PANELS-1
991.81722,472.64831,220,CUT_PANELS-1
994.83555,480.11643,220,CUT_PANELS-1
994.83555,480.11643,221,CUT_PANELS-1
1036.47795,490.38919,221,CUT_PANELS-1
1036.47795,490.38919,222,CUT_PANELS-1
1040.01271,502.64927,222,CUT_PANELS-1
1042.15298,515.22795,222,CUT_PANELS-1
1042.87186,527.96715,222,CUT_PANELS-1
1042.16033,540.70676,222,CUT_PANELS-1
1040.02732,553.28668,222,CUT_PANELS-1
1036.49964,565.54879,222,CUT_PANELS-1
1031.62163,577.33900,222,CUT_PANELS-1
1025.45459,588.50912,222,CUT_PANELS-1
1018.07602,598.91877,222,CUT_PANELS-1
969.87187,602.45063,223,CUT_PANELS-2
961.22381,610.49075,223,CUT_PANELS-2
951.71128,617.48674,223,CUT_PANELS-2
941.45963,623.34642,223,CUT_PANELS-2
930.60396,627.99256,223,CUT_PANELS-2
919.28733,631.36394,223,CUT_PANELS-2
907.65889,633.41613,223,CUT_PANELS-2
895.87187,634.12208,223,CUT_PANELS-2
895.87187,634.12208,224,CUT_PANELS-2
895.87187,408.58552,224,CUT_PANELS-2
895.87187,408.58552,225,CUT_PANELS-2
898.21812,408.92512,225,CUT_PANELS-2
900.56416,409.26624,225,CUT_PANELS-2
902.90997,409.60888,225,CUT_PANELS-2
905.25557,409.95303,225,CUT_PANELS-2
907.60094,410.29870,225,CUT_PANELS-2
909.94608,410.64589,225,CUT_PANELS-2
909.94608,410.64589,226,CUT_PANELS-2
921.08688,412.90981,226,CUT_PANELS-2
931.92438,416.34364,226,CUT_PANELS-2
942.33611,420.90858,226,CUT_PANELS-2
952.20438,426.55302,226,CUT_PANELS-2
961.41768,433.21319,226,CUT_PANELS-2
969.87187,440.81381,226,CUT_PANELS-2
969.87187,440.81381,227,CUT_PANELS-2
969.87187,602.45063,227,CUT_PANELS-2
896.87187,634.11482,228,CUT_PANELS-3
888.99754,633.90857,228,CUT_PANELS-3
881.16208,633.10035,228,CUT_PANELS-3
873.41144,631.69491,228,CUT_PANELS-3
865.79108,629.70047,228,CUT_PANELS-3
858.34569,627.12875,228,CUT_PANELS-3
851.11893,623.99483,228,CUT_PANELS-3
828.92571,613.96982,229,CUT_PANELS-3
832.65651,615.56897,229,CUT_PANELS-3
836.37484,617.19693,229,CUT_PANELS-3
840.08046,618.85360,229,CUT_PANELS-3
843.77317,620.53887,229,CUT_PANELS-3
847.45273,622.25265,229,CUT_PANELS-3
851.11893,623.99483,229,CUT_PANELS-3
822.87187,611.89269,230,CUT_PANELS-3
823.90027,612.17922,230,CUT_PANELS-3
824.92165,612.48986,230,CUT_PANELS-3
825.93544,612.82443,230,CUT_PANELS-3
826.94109,613.18274,230,CUT_PANELS-3
827.93802,613.56461,230,CUT_PANELS-3
828.92571,613.96982,230,CUT_PANELS-3
822.87187,611.89269,231,CUT_PANELS-3
822.87187,398.79062,231,CUT_PANELS-3
822.87187,398.79062,232,CUT_PANELS-3
835.21902,400.34255,232,CUT_PANELS-3
847.56083,401.93636,232,CUT_PANELS-3
859.89716,403.57203,232,CUT_PANELS-3
872.22787,405.24956,232,CUT_PANELS-3
884.55282,406.96891,232,CUT_PANELS-3
896.87187,408.73007,232,CUT_PANELS-3
896.87187,408.73007,233,CUT_PANELS-3
896.87187,634.11482,233,CUT_PANELS-3
812.62571,610.38973,234,CUT_PANELS-4
814.52570,610.48917,234,CUT_PANELS-4
816.41986,610.66814,234,CUT_PANELS-4
818.30486,610.92632,234,CUT_PANELS-4
820.17738,611.26327,234,CUT_PANELS-4
822.03414,611.67839,234,CUT_PANELS-4
823.87187,612.17096,234,CUT_PANELS-4
768.75178,624.37731,235,CUT_PANELS-4
775.24188,620.01375,235,CUT_PANELS-4
782.18376,616.41205,235,CUT_PANELS-4
789.48838,613.61841,235,CUT_PANELS-4
797.06204,611.66866,235,CUT_PANELS-4
804.80761,610.58781,235,CUT_PANELS-4
812.62571,610.38973,235,CUT_PANELS-4
768.75178,624.37731,236,CUT_PANELS-4
765.76980,626.56111,236,CUT_PANELS-4
762.71745,628.64543,236,CUT_PANELS-4
759.59806,630.62801,236,CUT_PANELS-4
756.41502,632.50669,236,CUT_PANELS-4
753.17178,634.27944,236,CUT_PANELS-4
749.87187,635.94431,236,CUT_PANELS-4
749.87187,635.94431,237,CUT_PANELS-4
749.87187,405.20099,237,CUT_PANELS-4
749.87187,405.20099,238,CUT_PANELS-4
752.96768,404.30903,238,CUT_PANELS-4
756.06519,403.42295,238,CUT_PANELS-4
759.16437,402.54277,238,CUT_PANELS-4
762.26522,401.66848,238,CUT_PANELS-4
765.36773,400.80008,238,CUT_PANELS-4
768.47188,399.93759,238,CUT_PANELS-4
768.47188,399.93759,239,CUT_PANELS-4
774.90980,398.37832,239,CUT_PANELS-4
781.43527,397.23974,239,CUT_PANELS-4
788.02083,396.52662,239,CUT_PANELS-4
794.63877,396.24198,239,CUT_PANELS-4
801.26124,396.38701,239,CUT_PANELS-4
807.86037,396.96109,239,CUT_PANELS-4
807.86037,396.96109,240,CUT_PANELS-4
810.52955,397.28181,240,CUT_PANELS-4
813.19849,397.60448,240,CUT_PANELS-4
815.86719,397.92911,240,CUT_PANELS-4
818.53566,398.25569,240,CUT_PANELS-4
821.20388,398.58423,240,CUT_PANELS-4
823.87187,398.91473,240,CUT_PANELS-4
823.87187,398.91473,241,CUT_PANELS-4
823.87187,612.17096,241,CUT_PANELS-4
750.87187,635.45416,242,CUT_PANELS-5
739.23239,640.43326,242,CUT_PANELS-5
727.10580,644.06846,242,CUT_PANELS-5
714.64670,646.31340,242,CUT_PANELS-5
702.01394,647.13947,242,CUT_PANELS-5
689.36859,646.53613,242,CUT_PANELS-5
676.87187,644.51108,242,CUT_PANELS-5
676.87187,644.51108,243,CUT_PANELS-5
676.87187,428.10704,243,CUT_PANELS-5
676.87187,428.10704,244,CUT_PANELS-5
689.13028,424.00638,244,CUT_PANELS-5
701.41961,419.99935,244,CUT_PANELS-5
713.73915,416.08619,244,CUT_PANELS-5
726.08819,412.26713,244,CUT_PANELS-5
738.46600,408.54239,244,CUT_PANELS-5
750.87187,404.91218,244,CUT_PANELS-5
750.87187,404.91218,245,CUT_PANELS-5
750.87187,635.45416,245,CUT_PANELS-5
677.87187,644.72691,246,CUT_PANELS-6
666.49921,641.69514,246,CUT_PANELS-6
655.50705,637.48786,246,CUT_PANELS-6
645.01652,632.15142,246,CUT_PANELS-6
635.14321,625.74465,246,CUT_PANELS-6
625.99595,618.33813,246,CUT_PANELS-6
617.67553,610.01350,246,CUT_PANELS-6
610.27365,600.86249,246,CUT_PANELS-6
603.87187,590.98595,246,CUT_PANELS-6
603.87187,590.98595,247,CUT_PANELS-6
603.87187,479.06512,247,CUT_PANELS-6
603.87187,479.06512,248,CUT_PANELS-6
604.04727,478.76170,248,CUT_PANELS-6
604.22361,478.45884,248,CUT_PANELS-6
604.40090,478.15652,248,CUT_PANELS-6
604.57914,477.85477,248,CUT_PANELS-6
604.75831,477.55357,248,CUT_PANELS-6
