_X,_Y,ID,LAYER
604.93843,477.25293,248,CUT_PANELS-6
604.93843,477.25293,249,CUT_PANELS-6
611.32044,467.90131,249,CUT_PANELS-6
618.73356,459.34395,249,CUT_PANELS-6
627.07984,451.69394,249,CUT_PANELS-6
636.24896,445.05240,249,CUT_PANELS-6
646.11974,439.50708,249,CUT_PANELS-6
656.56173,435.13129,249,CUT_PANELS-6
656.56173,435.13129,250,CUT_PANELS-6
660.10659,433.88450,250,CUT_PANELS-6
663.65420,432.64557,250,CUT_PANELS-6
667.20455,431.41451,250,CUT_PANELS-6
670.75763,430.19133,250,CUT_PANELS-6
674.31340,428.97603,250,CUT_PANELS-6
677.87187,427.76862,250,CUT_PANELS-6
677.87187,427.76862,251,CUT_PANELS-6
677.87187,644.72691,251,CUT_PANELS-6
604.87187,592.68728,252,CUT_PANELS-7
599.21500,581.98309,252,CUT_PANELS-7
594.74530,570.73136,252,CUT_PANELS-7
591.51491,559.06327,252,CUT_PANELS-7
589.56148,547.11488,252,CUT_PANELS-7
588.90780,535.02553,252,CUT_PANELS-7
589.56148,522.93618,252,CUT_PANELS-7
591.51491,510.98780,252,CUT_PANELS-7
594.74530,499.31971,252,CUT_PANELS-7
599.21500,488.06797,252,CUT_PANELS-7
604.87187,477.36379,252,CUT_PANELS-7
604.87187,477.36379,253,CUT_PANELS-7
604.87187,592.68728,253,CUT_PANELS-7
994.07503,480.95880,254,COVER_FULLNESS
1035.71147,491.23009,254,COVER_FULLNESS
1035.71147,491.23009,255,COVER_FULLNESS
1039.13109,503.28376,255,COVER_FULLNESS
1041.19300,515.64230,255,COVER_FULLNESS
1041.87176,528.15326,255,COVER_FULLNESS
1041.15901,540.66233,255,COVER_FULLNESS
1039.06353,553.01522,255,COVER_FULLNESS
1035.61118,565.05956,255,COVER_FULLNESS
1030.84453,576.64678,255,COVER_FULLNESS
1024.82237,587.63398,255,COVER_FULLNESS
1017.61900,597.88563,255,COVER_FULLNESS
1017.61900,597.88563,256,COVER_FULLNESS
975.07081,595.01210,256,COVER_FULLNESS
975.07081,595.01210,257,COVER_FULLNESS
967.45971,603.48019,257,COVER_FULLNESS
958.95110,611.04594,257,COVER_FULLNESS
949.65127,617.61484,257,COVER_FULLNESS
939.67642,623.10480,257,COVER_FULLNESS
929.15119,627.44724,257,COVER_FULLNESS
918.20708,630.58789,257,COVER_FULLNESS
906.98083,632.48751,257,COVER_FULLNESS
895.61271,633.12237,257,COVER_FULLNESS
884.24476,632.48454,257,COVER_FULLNESS
873.01900,630.58198,257,COVER_FULLNESS
862.07572,627.43847,257,COVER_FULLNESS
851.55162,623.09329,257,COVER_FULLNESS
829.31612,613.04918,258,COVER_FULLNESS
833.05403,614.65138,258,COVER_FULLNESS
836.77944,616.28244,258,COVER_FULLNESS
840.49213,617.94226,258,COVER_FULLNESS
844.19187,619.63075,258,COVER_FULLNESS
847.87844,621.34779,258,COVER_FULLNESS
851.55162,623.09329,258,COVER_FULLNESS
812.65703,609.39022,259,COVER_FULLNESS
815.51002,609.56774,259,COVER_FULLNESS
818.34665,609.92062,259,COVER_FULLNESS
821.15617,610.44753,259,COVER_FULLNESS
823.92791,611.14647,259,COVER_FULLNESS
826.65134,612.01479,259,COVER_FULLNESS
829.31612,613.04918,259,COVER_FULLNESS
768.14773,623.58037,260,COVER_FULLNESS
774.73181,619.15362,260,COVER_FULLNESS
781.77422,615.49975,260,COVER_FULLNESS
789.18463,612.66565,260,COVER_FULLNESS
796.86798,610.68767,260,COVER_FULLNESS
804.72571,609.59117,260,COVER_FULLNESS
812.65703,609.39022,260,COVER_FULLNESS
768.14773,623.58037,261,COVER_FULLNESS
758.38449,630.19531,261,COVER_FULLNESS
747.97518,635.73828,261,COVER_FULLNESS
737.03704,640.14682,261,COVER_FULLNESS
725.69327,643.37129,261,COVER_FULLNESS
714.07166,645.37537,261,COVER_FULLNESS
702.30310,646.13648,261,COVER_FULLNESS
690.52016,645.64605,261,COVER_FULLNESS
678.85555,643.90961,261,COVER_FULLNESS
667.44067,640.94670,261,COVER_FULLNESS
656.40410,636.79071,261,COVER_FULLNESS
645.87014,631.48845,261,COVER_FULLNESS
635.95745,625.09965,261,COVER_FULLNESS
626.77769,617.69626,261,COVER_FULLNESS
618.43425,609.36168,261,COVER_FULLNESS
611.02112,600.18978,261,COVER_FULLNESS
604.62179,590.28388,261,COVER_FULLNESS
599.30835,579.75556,261,COVER_FULLNESS
595.14064,568.72340,261,COVER_FULLNESS
592.16562,557.31167,261,COVER_FULLNESS
590.41679,545.64892,261,COVER_FULLNESS
589.91384,533.86651,261,COVER_FULLNESS
590.66246,522.09715,261,COVER_FULLNESS
592.65419,510.47341,261,COVER_FULLNESS
595.86662,499.12623,261,COVER_FULLNESS
600.26355,488.18341,261,COVER_FULLNESS
605.79545,477.76822,261,COVER_FULLNESS
605.79545,477.76822,262,COVER_FULLNESS
612.11266,468.51155,262,COVER_FULLNESS
619.45051,460.04108,262,COVER_FULLNESS
627.71204,452.46875,262,COVER_FULLNESS
636.78805,445.89464,262,COVER_FULLNESS
646.55861,440.40563,262,COVER_FULLNESS
656.89457,436.07427,262,COVER_FULLNESS
656.89457,436.07427,263,COVER_FULLNESS
675.36196,429.67553,263,COVER_FULLNESS
693.90197,423.49035,263,COVER_FULLNESS
712.51213,417.51956,263,COVER_FULLNESS
731.18996,411.76396,263,COVER_FULLNESS
749.93298,406.22431,263,COVER_FULLNESS
768.73868,400.90134,263,COVER_FULLNESS
768.73868,400.90134,264,COVER_FULLNESS
775.11355,399.35735,264,COVER_FULLNESS
781.57512,398.22991,264,COVER_FULLNESS
788.09618,397.52378,264,COVER_FULLNESS
794.64931,397.24193,264,COVER_FULLNESS
801.20693,397.38553,264,COVER_FULLNESS
807.74144,397.95399,264,COVER_FULLNESS
807.74144,397.95399,265,COVER_FULLNESS
824.77714,400.03504,265,COVER_FULLNESS
841.80292,402.19581,265,COVER_FULLNESS
858.81840,404.43624,265,COVER_FULLNESS
875.82321,406.75630,265,COVER_FULLNESS
892.81697,409.15592,265,COVER_FULLNESS
909.79931,411.63506,265,COVER_FULLNESS
909.79931,411.63506,266,COVER_FULLNESS
921.02576,413.92721,266,COVER_FULLNESS
931.93899,417.41842,266,COVER_FULLNESS
942.41134,422.06785,266,COVER_FULLNESS
952.32028,427.82110,266,COVER_FULLNESS
961.54991,434.61088,266,COVER_FULLNESS
969.99225,442.35776,266,COVER_FULLNESS
977.54854,450.97110,266,COVER_FULLNESS
984.13038,460.35014,266,COVER_FULLNESS
989.66078,470.38517,266,COVER_FULLNESS
994.07503,480.95880,266,COVER_FULLNESS
